Chủ đề,Từ khoá tổng,Nhóm từ khóa,Key có AIO,TOP lên AIO,Trang đích dự kiến,Volume,Phương án,URL Đúng,URL SERP,Index,Đánh giá LP,Now,2026-07-09 00:00:00,2026-07-02 00:00:00,2026-06-30 00:00:00,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-06-21 00:00:00,2026-06-06 00:00:00,2026-06-02 00:00:00,2026-05-26 00:00:00,2026-05-22 00:00:00,2026-05-14 00:00:00,2026-05-12 00:00:00,2026-05-06 00:00:00,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc sâu sinh học,thuốc trừ sâu,Yes,,DMSP,390,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,6,6,6,6,5,7,6,8,6,-,43,43,-,-,,,,,,,,,,,,,,,,
Sâu hại – Lúa,sâu đục thân trên lúa,vòng đời sâu đục thân,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,Indexed,Sai,6,6,7,7,-,6,5,-,6,3,4,4,4,6,,,,,,,,,,,,,,,,
Kiến thức sâu bệnh,các loại bệnh hại cây trồng,bệnh hại cây trồng,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,Đúng,7,7,21,23,10,19,23,24,7,-,-,-,-,41,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nấm bệnh trên cây sầu riêng,bệnh sầu riêng,Yes,,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,Indexed,Sai,7,7,5,7,7,5,7,7,7,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,bệnh thán thư trên cà phê,bệnh thán thư cà phê,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,Đúng,7,7,6,8,11,12,11,-,7,1,2,2,3,5,,,,,,,,,,,,,,,,
Kiến thức sâu bệnh,các loại sâu bệnh hại cây trồng,các loại sâu bệnh hại cây trồng,Yes,,Blog,110,Viết mới,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,#N/A,Sai,7,7,31,-,-,-,34,-,7,-,-,-,-,-,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,chăm sóc sầu riêng con,cách chăm sóc sầu riêng con,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,Đúng,7,7,-,-,-,-,-,-,7,10,11,11,12,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,cháy lá,cháy lá,Yes,,Blog,140,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/chay-la-sau-rieng,#N/A,Sai,7,7,-,-,-,-,2,5,7,-,58,58,61,-,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá hữu cơ,phân bón lá hữu cơ,Yes,,DMSP,90,Tối ưu technical,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-sinh-hoc,,Sai,7,7,-,-,-,-,-,5,7,-,6,6,5,6,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá vi lượng,phân bón lá vi lượng,Yes,,Blog,170,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-vi-luong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-trung-vi-luong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-vi-luong,Sai,7,7,10,6,12,24,20,13,7,3,6,6,7,7,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc diệt nhện,thuốc diệt nhện,Yes,,Sản phẩm,210,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,Đúng,7,7,10,4,5,4,4,5,7,-,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc trừ bệnh sinh học,thuốc trừ bệnh sinh học,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,Đúng,7,7,20,19,15,16,16,20,7,87,67,67,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu,thuốc trừ sâu,No,,DMSP,8100,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,7,7,3,4,6,7,3,8,7,38,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,quy trình sản xuất thuốc trừ sâu sinh học,thuốc trừ sâu sinh học là gì,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,Đúng,7,7,-,-,-,-,-,-,7,25,75,75,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nứt thân xì mủ,xì mủ,No,,Blog,140,Viết mới,https://hoptrisummit.com/quy-trinh-giai-phap/cay-co-mui/xi-mu,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,https://hoptrisummit.com/quy-trinh-giai-phap/cay-co-mui/xi-mu,Sai,7,7,9,6,7,8,2,3,7,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bạc lá lúa,bạc lá lúa,Yes,7,Blog,210,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,Đúng,8,8,13,13,13,16,8,5,8,15,45,45,12,8,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,bệnh thán thư cà phê,bệnh thán thư cà phê,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,Đúng,8,8,7,7,14,14,14,-,8,1,2,2,7,9,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,thuốc trị thán thư cà phê,bệnh thán thư cà phê,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,Đúng,8,8,13,13,16,14,13,-,8,2,2,2,2,3,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh lùn xoắn lá,bệnh vàng lùn trên lúa,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-lun-xoan-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-lun-xoan-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-lun-xoan-la,Đúng,8,8,9,10,10,9,-,20,8,5,-,-,8,4,,,,,,,,,,,,,,,,
Kiến thức bệnh hại,nấm gây bệnh cây trồng,các loại nấm gây bệnh ở thực vật,Yes,4,Blog,20,Tối ưu content,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-co-mui/benh-hai-do-tac-nhan-nam-tren-cay-co-mui-cach-phong-tru,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-nam-gay-benh-o-thuc-vat,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-co-mui/benh-hai-do-tac-nhan-nam-tren-cay-co-mui-cach-phong-tru,Sai,8,8,8,13,7,8,10,10,8,16,20,20,20,-,,,,,,,,,,,,,,,,
Phân bón lá,các loại phân bón lá,các loại phân bón lá hữu cơ,Yes,,Blog,90,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,Đúng,8,8,8,7,8,8,8,9,8,6,3,3,4,8,,,,,,,,,,,,,,,,
Phân bón lá,các loại phân bón lá hữu cơ,các loại phân bón lá hữu cơ,Yes,3,Blog,480,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-phan-bon-la,Đúng,8,8,9,10,9,10,8,10,8,10,4,4,3,4,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc đặc trị bệnh thối nhũn,hoạt chất trị nấm phytophthora,Yes,,Sản phẩm,10,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/eddy-72wp,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-thoi-nhun,#N/A,Sai,8,8,8,9,9,-,-,-,8,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột thế hệ mới,thuốc chuột dạng viên,No,,Sản phẩm,50,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,8,8,7,4,8,5,3,7,8,-,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc trừ bệnh cây trồng,thuốc trừ bệnh sinh học,Yes,7,Blog,50,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,Sai,8,8,10,9,9,9,10,8,8,13,13,13,45,-,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,thán thư cà phê,bệnh thán thư cà phê,Yes,,Blog,210,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,Đúng,9,9,7,9,9,16,12,-,9,18,11,11,12,26,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc trị bệnh thối nhũn,hoạt chất trị nấm phytophthora,Yes,,Sản phẩm,10,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/eddy-72wp,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-thoi-nhun,#N/A,Sai,9,9,9,11,9,-,-,-,9,-,14,14,-,-,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Lúa,chăm sóc cây lúa,kỹ thuật chăm sóc lúa gieo sạ,Yes,,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cham-soc-cay-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,Sai,9,9,8,-,-,-,7,-,9,1,3,3,2,3,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,thuốc đặc trị đạo ôn lúa,thuốc đặc trị đạo ôn,Yes,,Sản phẩm,50,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,Sai,9,9,16,-,14,9,14,11,9,3,9,9,9,10,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,thuốc trị đạo ôn cổ bông,thuốc đặc trị đạo ôn,No,,Sản phẩm,30,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,Sai,9,9,7,8,3,3,4,13,9,-,13,13,9,15,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,bệnh thối nhũn trên rau cải,thuốc trị thối nhũn bắp cải,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-thoi-nhun-tren-rau-cai,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-thoi-nhun-tren-rau-cai,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-thoi-nhun-tren-rau-cai,Đúng,9,9,11,11,11,11,10,12,9,40,71,71,83,-,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc cỏ diệt mầm,thuốc trừ cỏ hậu nảy mầm,Yes,,Sản phẩm,70,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,Sai,9,9,15,28,27,27,23,-,9,2,3,3,3,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,giá thuốc trừ sâu,thuốc trừ sâu,Yes,,DMSP,70,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,9,9,9,7,10,9,10,10,9,6,8,8,11,14,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu là gì,thuốc trừ sâu là gì,Yes,,Blog,70,Viết mới,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,#N/A,Sai,9,9,10,33,11,33,66,7,9,10,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu mạnh nhất,thuốc trừ sâu mạnh nhất,Yes,,Blog,110,Viết mới,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,#N/A,Sai,9,9,-,6,6,8,14,15,9,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc chuột sinh học,thuốc chuột dạng viên,No,,Sản phẩm,590,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,10,10,12,11,12,14,13,14,10,1,1,1,1,1,,,,,,,,,,,,,,,,
Ốc bươu vàng,thuốc diệt ốc bươu vàng,thuốc trừ ốc,Yes,,Sản phẩm,210,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/phong-tru-oc-buou-vang-hai-lua,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,Sai,10,10,10,11,10,9,10,4,10,-,14,14,-,-,,,,,,,,,,,,,,,,
Kiến thức sâu bệnh,bệnh hại cây trồng,bệnh hại cây trồng,Yes,,Blog,110,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,Đúng,11,11,22,22,23,22,22,27,11,18,16,16,16,-,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,cách trị phấn trắng,bệnh phấn trắng,Yes,,Blog,10,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,Sai,11,11,14,14,13,10,12,12,11,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,thán thư trên cà phê,bệnh thán thư cà phê,Yes,,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-phe/benh-than-thu-ca-phe,Đúng,11,11,12,11,17,20,17,-,11,3,2,2,2,3,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột mua ở đâu,mua thuốc diệt chuột ở đâu,Yes,3,Blog,70,Viết mới,,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,#N/A,Sai,11,11,13,7,9,7,7,6,11,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,mua thuốc diệt chuột sinh học ở đâu,mua thuốc diệt chuột sinh học ở đâu,Yes,,Blog,40,Viết mới,,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,#N/A,Sai,11,11,12,8,17,18,13,11,11,-,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc trừ nấm bệnh,thuốc trừ nấm bệnh,Yes,,Sản phẩm,170,Tối ưu content,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh,#N/A,Sai,11,11,12,12,13,-,11,8,11,5,6,6,10,12,,,,,,,,,,,,,,,,
Ốc bươu vàng,thuốc trị ốc bươu vàng,thuốc trừ ốc,Yes,,Sản phẩm,40,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/phong-tru-oc-buou-vang-hai-lua,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,Sai,11,11,11,11,11,12,10,4,11,34,2,2,1,8,,,,,,,,,,,,,,,,
Sâu hại – Lúa,sâu đục thân hại lúa,vòng đời sâu đục thân,Yes,,Blog,260,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,Indexed,Đúng,11,11,-,-,9,-,-,-,11,5,5,5,5,5,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh đốm mắt cua,bệnh đốm mắt cua,Yes,6,Blog,50,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,#N/A,Sai,12,12,13,18,-,14,24,22,12,2,2,2,2,2,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,bệnh phấn trắng,bệnh phấn trắng,Yes,,Blog,480,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-phan-trang,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,Sai,12,12,12,20,19,36,20,55,12,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu sinh học top 1,thuốc trừ sâu mạnh nhất,Yes,,Blog,110,Viết mới,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,#N/A,Sai,12,12,12,12,14,13,14,16,12,20,36,36,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh chết nhanh trên cây sầu riêng,bệnh chết nhanh trên cây sầu riêng,Yes,,Blog,20,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Sai,13,13,14,12,12,12,12,13,13,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị phấn trắng,bệnh phấn trắng,Yes,,Blog,90,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-phan-trang,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-phan-trang,Sai,13,13,15,12,16,14,17,14,13,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột hiệu quả nhất,các loại thuốc diệt chuột,Yes,8,Blog,260,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-thuoc-diet-chuot,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-thuoc-diet-chuot,Sai,13,13,-,24,10,22,22,19,13,1,8,8,7,7,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Lúa,kỹ thuật chăm sóc lúa,kỹ thuật chăm sóc lúa gieo sạ,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,Sai,13,13,-,11,12,-,-,14,13,1,2,2,1,2,,,,,,,,,,,,,,,,
Chuột & động vật hại,diệt chuột sinh học,thuốc chuột dạng viên,Yes,,Sản phẩm,50,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,13,13,17,17,19,18,15,18,13,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột sinh học,thuốc chuột dạng viên,No,,Sản phẩm,720,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,13,13,13,11,14,12,14,15,13,1,1,1,1,1,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc đuổi chuột hiệu quả,thuốc đuổi chuột,Yes,,Blog,110,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-co-mui/diet-chuot-gay-hai-vuon-cay-co-mui-bang-storm-0-005-bb,#N/A,Sai,13,13,-,-,16,11,21,16,13,2,3,3,3,2,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị sương mai,thuốc trị bệnh sương mai,Yes,,Sản phẩm,50,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/phytocide-50wp,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-phong-tru-benh-gia-suong-mai-tren-cay-dua-leo,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/phytocide-50wp,Sai,13,13,14,12,18,14,23,14,13,-,-,-,-,-,,,,,,,,,,,,,,,,
